CustomerID,Age,Gender,Senior_Citizen,Partner,Dependents,Tenure_Months,Contract,Paperless_Billing,Payment_Method,Phone_Service,Multiple_Lines,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Monthly_Charges,Total_Charges,Churn
CUST_00618,48,Male,0,No,No,53,One year,Yes,Bank transfer,Yes,No,Fiber optic,No,No,Yes,Yes,No internet service,Yes,103.21,5546.83,Yes
CUST_00619,45,Male,1,Yes,No,6,Month-to-month,No,Electronic check,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,95.54,559.13,Yes
CUST_00620,42,Male,0,Yes,Yes,39,Month-to-month,Yes,Credit card,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No internet service,104.32,4100.77,Yes
CUST_00621,30,Female,0,Yes,Yes,25,Month-to-month,No,Electronic check,Yes,No,DSL,No,No internet service,No,No,No,Yes,75.57,1993.17,Yes
CUST_00622,45,Female,1,Yes,Yes,42,Two year,Yes,Mailed check,Yes,Yes,DSL,No,Yes,No,No internet service,No internet service,No,86.87,3732.96,No
CUST_00623,62,Female,0,No,Yes,42,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,Yes,No,No,No,No internet service,76.11,3158.75,Yes
CUST_00624,56,Female,0,No,Yes,59,One year,No,Bank transfer,Yes,No,DSL,Yes,No,No,No,Yes,No,88.58,5160.37,No
CUST_00625,59,Male,0,No,No,38,One year,Yes,Bank transfer,Yes,No,DSL,No internet service,No internet service,No internet service,No,Yes,No,80.32,3100.95,No
CUST_00626,33,Male,0,No,No,31,Month-to-month,Yes,Credit card,No,No,DSL,No,Yes,No internet service,Yes,No,No internet service,59.83,1833.26,Yes
CUST_00627,28,Female,0,Yes,No,29,Month-to-month,No,Credit card,Yes,No,Fiber optic,Yes,No,No internet service,No internet service,No,No internet service,95.41,2838.93,Yes
CUST_00628,38,Female,0,Yes,No,9,Month-to-month,Yes,Mailed check,Yes,No,DSL,Yes,No,No,No internet service,No,Yes,81.09,656.98,Yes
CUST_00629,40,Male,0,No,No,1,One year,Yes,Credit card,Yes,No,Fiber optic,Yes,Yes,Yes,No,No internet service,Yes,112.31,112.31,Yes
CUST_00630,53,Male,1,Yes,Yes,72,Month-to-month,Yes,Bank transfer,Yes,No phone service,DSL,Yes,No internet service,Yes,No internet service,Yes,No internet service,96.4,6929.85,Yes
CUST_00631,19,Female,1,Yes,No,47,Two year,No,Mailed check,Yes,No,DSL,No,No,Yes,No,Yes,No,81.2,3768.27,Yes
CUST_00632,58,Female,1,No,No,10,One year,Yes,Credit card,Yes,No,No,No,Yes,No,No,Yes,No,55.91,508.07,Yes
CUST_00633,38,Female,0,No,No,16,Two year,No,Bank transfer,Yes,No,DSL,Yes,Yes,No,Yes,No,No,83.54,1304.87,No
CUST_00634,34,Male,0,Yes,No,47,Month-to-month,Yes,Mailed check,Yes,No,No,No internet service,Yes,No internet service,No,Yes,Yes,60.62,2894.1,No
CUST_00635,27,Female,0,No,Yes,43,One year,Yes,Electronic check,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No internet service,No,Yes,110.24,4725.26,Yes
CUST_00636,20,Female,0,No,No,24,Month-to-month,Yes,Bank transfer,Yes,No,No,No,No,Yes,Yes,No internet service,No,50.55,1237.82,No
CUST_00637,49,Female,1,Yes,Yes,8,Month-to-month,No,Electronic check,Yes,Yes,No,Yes,No internet service,No,Yes,No internet service,Yes,71.87,694.43,Yes
CUST_00638,40,Female,0,No,No,26,One year,Yes,Electronic check,Yes,No,No,No internet service,No,No internet service,No,Yes,No,51.72,1410.38,No
CUST_00639,24,Female,1,Yes,No,7,Two year,Yes,Credit card,Yes,Yes,DSL,No,Yes,Yes,Yes,No internet service,Yes,89.83,654.3,Yes
CUST_00640,24,Male,0,No,Yes,15,Month-to-month,Yes,Electronic check,Yes,No,No,No,No,Yes,No,No internet service,Yes,62.39,862.99,Yes
CUST_00641,35,Female,1,No,Yes,48,Two year,Yes,Electronic check,Yes,Yes,Fiber optic,No,No,No,No,No internet service,No internet service,104.43,4993.33,Yes
CUST_00642,60,Male,1,No,Yes,3,Month-to-month,Yes,Credit card,Yes,No,Fiber optic,Yes,Yes,Yes,No internet service,No internet service,No internet service,101.75,347.22,No
CUST_00643,36,Female,0,Yes,Yes,16,Two year,Yes,Electronic check,No,Yes,DSL,Yes,Yes,No internet service,No,Yes,Yes,92.55,1464.55,Yes
CUST_00644,21,Female,0,Yes,No,14,Month-to-month,Yes,Electronic check,Yes,No phone service,DSL,No,Yes,No,Yes,No,No internet service,78.89,1063.16,Yes
CUST_00645,37,Female,0,Yes,No,3,Month-to-month,No,Bank transfer,Yes,No,Fiber optic,No internet service,No,No internet service,Yes,No,Yes,108.63,416.73,Yes
CUST_00646,36,Male,0,No,Yes,70,Two year,Yes,Electronic check,Yes,No,Fiber optic,No internet service,Yes,No internet service,No,Yes,No,109.28,7588.1,Yes
CUST_00647,18,Male,0,Yes,No,31,One year,Yes,Credit card,Yes,Yes,Fiber optic,No,No internet service,Yes,No,Yes,No,120.0,3711.31,Yes
CUST_00648,39,Male,0,Yes,No,17,One year,Yes,Electronic check,Yes,No,DSL,No,No,Yes,Yes,No internet service,No,77.81,1298.87,No
CUST_00649,37,Female,1,Yes,Yes,49,One year,Yes,Credit card,Yes,No,DSL,No,Yes,Yes,No,No internet service,Yes,84.62,4093.54,No
CUST_00650,48,Female,0,Yes,Yes,3,Two year,Yes,Electronic check,Yes,Yes,DSL,Yes,No,No,No internet service,Yes,No,96.17,375.86,No
CUST_00651,62,Male,0,Yes,No,55,One year,Yes,Electronic check,Yes,No,DSL,No,No,Yes,No internet service,Yes,No,76.39,4148.05,Yes
CUST_00652,53,Male,0,No,Yes,72,One year,No,Electronic check,Yes,Yes,Fiber optic,No,No,No internet service,No,No internet service,No internet service,104.23,7461.76,Yes
CUST_00653,36,Female,0,Yes,No,40,One year,Yes,Electronic check,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes,113.28,4589.19,No
CUST_00654,26,Male,0,Yes,Yes,66,Two year,Yes,Mailed check,Yes,Yes,Fiber optic,No,Yes,No internet service,No,No,No internet service,110.22,7286.57,Yes
CUST_00655,70,Female,0,No,No,40,Month-to-month,No,Bank transfer,Yes,Yes,DSL,No,No,No,Yes,Yes,No internet service,86.18,3397.07,Yes
CUST_00656,40,Male,0,No,No,30,One year,No,Credit card,No,Yes,No,No,Yes,No,No,Yes,Yes,59.65,1786.48,Yes
CUST_00657,40,Male,0,Yes,No,25,One year,Yes,Electronic check,Yes,No,DSL,No internet service,No,No,No internet service,No,Yes,79.46,1940.81,Yes
CUST_00658,39,Male,0,Yes,No,7,Month-to-month,Yes,Mailed check,Yes,No,Fiber optic,No,Yes,No internet service,No internet service,Yes,Yes,115.31,801.24,Yes
CUST_00659,42,Female,0,No,No,50,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No,Yes,No,No internet service,No,71.65,3570.25,Yes
CUST_00660,38,Female,0,Yes,Yes,1,Month-to-month,No,Mailed check,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,85.49,85.49,Yes
CUST_00661,33,Male,0,No,No,44,Month-to-month,Yes,Mailed check,Yes,Yes,DSL,Yes,Yes,No,No,No internet service,No,86.29,3813.45,No
CUST_00662,33,Female,0,Yes,No,49,Two year,Yes,Mailed check,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,112.78,5488.39,No
CUST_00663,39,Female,1,Yes,No,7,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,98.74,589.16,Yes
CUST_00664,33,Female,0,Yes,No,3,One year,No,Credit card,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,102.11,334.88,Yes
CUST_00665,31,Female,0,No,Yes,1,Month-to-month,Yes,Bank transfer,Yes,No,DSL,No,No,No,Yes,No,No,78.48,80.84,Yes
CUST_00666,41,Male,0,No,No,51,One year,No,Mailed check,Yes,No,Fiber optic,No internet service,No,No,Yes,No,No,101.67,5123.39,No
CUST_00667,36,Female,0,Yes,No,38,Month-to-month,No,Electronic check,Yes,No,No,No,No,Yes,Yes,Yes,Yes,64.78,2493.8,Yes
CUST_00668,58,Female,1,No,No,43,Month-to-month,Yes,Mailed check,Yes,Yes,DSL,No,No internet service,No internet service,No internet service,Yes,No,86.54,3759.71,Yes
CUST_00669,18,Male,0,Yes,No,55,Two year,Yes,Credit card,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,120.0,6600.02,Yes
CUST_00670,53,Female,0,Yes,Yes,57,Month-to-month,Yes,Electronic check,No,No,DSL,No,No,No,Yes,No,No,63.79,3659.84,Yes
CUST_00671,54,Female,0,No,No,53,Month-to-month,Yes,Credit card,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,93.98,4914.89,No
CUST_00672,18,Female,0,Yes,No,33,Month-to-month,No,Bank transfer,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No internet service,102.4,3413.07,Yes
CUST_00673,35,Male,0,No,No,62,Month-to-month,Yes,Bank transfer,Yes,Yes,Fiber optic,No internet service,No,Yes,No,Yes,No,110.01,6820.64,Yes
CUST_00674,35,Male,0,No,No,11,Month-to-month,Yes,Credit card,Yes,Yes,Fiber optic,No,Yes,No internet service,No internet service,Yes,No,107.03,1255.38,No
CUST_00675,23,Female,0,No,No,72,Month-to-month,Yes,Credit card,Yes,No,No,Yes,No,No,Yes,Yes,No,62.56,4410.26,Yes
CUST_00676,30,Female,0,No,Yes,52,Month-to-month,No,Electronic check,Yes,No,No,No,Yes,Yes,No internet service,No internet service,Yes,54.82,2837.84,No
CUST_00677,26,Male,0,Yes,No,1,Two year,Yes,Credit card,Yes,No,No,No,No,No,No internet service,No internet service,Yes,52.33,52.33,No
CUST_00678,61,Male,0,Yes,No,14,One year,Yes,Bank transfer,Yes,No,Fiber optic,No internet service,No internet service,No,No,Yes,No,99.34,1358.53,Yes
CUST_00679,51,Male,0,Yes,No,21,One year,Yes,Mailed check,Yes,No,Fiber optic,Yes,No,No,No internet service,Yes,Yes,101.99,2137.52,No
CUST_00680,55,Female,0,Yes,No,34,Month-to-month,No,Bank transfer,Yes,No,DSL,No,No internet service,No internet service,Yes,No,No,68.94,2318.54,Yes
CUST_00681,48,Female,0,Yes,No,14,Two year,Yes,Credit card,Yes,No phone service,Fiber optic,No internet service,No,No,No,Yes,Yes,118.34,1613.42,No
CUST_00682,26,Male,0,Yes,Yes,40,Month-to-month,Yes,Mailed check,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,107.23,4247.2,Yes
CUST_00683,33,Female,0,No,Yes,35,Two year,No,Credit card,Yes,Yes,No,No,Yes,Yes,No internet service,No internet service,No,67.42,2440.27,Yes
CUST_00684,45,Female,0,Yes,No,42,Month-to-month,Yes,Bank transfer,Yes,Yes,Fiber optic,No,Yes,No internet service,Yes,No,Yes,115.49,4860.79,Yes
CUST_00685,25,Female,0,No,No,20,Two year,Yes,Mailed check,No,No,DSL,No internet service,No,No,No,No,Yes,63.13,1175.05,No
CUST_00686,48,Female,0,No,No,60,One year,No,Bank transfer,Yes,Yes,Fiber optic,No,No internet service,No,No internet service,No,Yes,113.37,6758.27,Yes
CUST_00687,37,Female,1,No,No,9,Month-to-month,Yes,Bank transfer,Yes,No,DSL,No internet service,No,Yes,Yes,Yes,No,82.35,763.38,Yes
CUST_00688,35,Female,0,Yes,No,33,Two year,Yes,Mailed check,Yes,No,DSL,No,No,No,Yes,Yes,No,78.78,2588.29,No
CUST_00689,48,Female,0,Yes,No,49,Month-to-month,Yes,Bank transfer,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,Yes,115.2,5650.71,No
CUST_00690,45,Male,0,Yes,No,68,One year,No,Bank transfer,No,No,DSL,No internet service,No internet service,No,No,No internet service,No,50.87,3491.84,No
CUST_00691,35,Male,1,Yes,No,4,Two year,No,Credit card,No,Yes,Fiber optic,No,No,No internet service,No,Yes,Yes,96.57,298.36,No
CUST_00692,53,Male,0,Yes,Yes,48,Month-to-month,No,Electronic check,Yes,No,DSL,Yes,No,No,No internet service,No internet service,No internet service,87.36,4221.88,No
CUST_00693,27,Male,1,No,No,16,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,Yes,Yes,No internet service,No,No,No,104.93,1733.17,Yes
CUST_00694,47,Male,1,Yes,No,47,One year,Yes,Bank transfer,Yes,Yes,Fiber optic,No internet service,No internet service,Yes,No,No,No internet service,105.3,4869.87,Yes
CUST_00695,47,Male,0,No,No,26,One year,Yes,Mailed check,Yes,Yes,Fiber optic,Yes,Yes,No internet service,No internet service,No,No,112.93,2946.14,No
CUST_00696,36,Male,1,No,Yes,70,Two year,No,Electronic check,Yes,Yes,No,No internet service,No,No,No,Yes,No,55.08,3736.31,No
CUST_00697,43,Male,0,Yes,No,37,Two year,No,Bank transfer,Yes,No,DSL,Yes,Yes,Yes,No,No internet service,No internet service,86.9,3227.59,No
CUST_00698,24,Male,0,Yes,No,22,Month-to-month,Yes,Credit card,Yes,Yes,Fiber optic,No internet service,Yes,No,No,No,Yes,107.86,2387.52,Yes
CUST_00699,51,Female,0,No,Yes,7,Two year,No,Mailed check,Yes,No,DSL,No internet service,Yes,No,No,No internet service,No,76.95,486.72,No
CUST_00700,37,Female,0,Yes,No,42,Two year,Yes,Credit card,Yes,No,No,No internet service,Yes,No,Yes,No,Yes,57.69,2399.8,Yes
CUST_00701,33,Male,0,No,No,30,Month-to-month,Yes,Credit card,Yes,Yes,No,Yes,No,Yes,No,Yes,No internet service,75.33,2249.44,No
CUST_00702,52,Female,0,Yes,No,6,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No internet service,No internet service,No,No internet service,Yes,No internet service,100.54,603.32,Yes
CUST_00703,31,Female,0,No,Yes,24,Month-to-month,Yes,Credit card,Yes,Yes,DSL,No,No internet service,Yes,No,Yes,No,92.57,2197.56,No
CUST_00704,23,Male,0,Yes,Yes,66,Two year,Yes,Mailed check,Yes,No phone service,DSL,Yes,Yes,No,Yes,No internet service,Yes,92.71,6173.14,No
CUST_00705,21,Male,0,Yes,No,40,Month-to-month,Yes,Credit card,No,Yes,Fiber optic,No internet service,Yes,No internet service,No,Yes,Yes,111.16,4463.7,Yes
CUST_00706,47,Male,0,No,No,15,Two year,Yes,Electronic check,Yes,No,DSL,Yes,No,Yes,No,No,No,81.15,1185.69,Yes
CUST_00707,24,Female,0,Yes,Yes,53,Two year,Yes,Electronic check,Yes,No phone service,Fiber optic,Yes,Yes,No internet service,No internet service,Yes,No,109.45,5853.92,No
CUST_00708,61,Female,0,Yes,Yes,5,Month-to-month,No,Electronic check,Yes,No phone service,Fiber optic,No,No internet service,No,Yes,No,No,94.53,496.97,No
CUST_00709,18,Male,0,Yes,No,36,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,No internet service,Yes,Yes,No,Yes,81.65,2879.4,Yes
CUST_00710,60,Female,0,Yes,Yes,46,Month-to-month,Yes,Electronic check,Yes,Yes,No,No internet service,No internet service,No internet service,No,No internet service,No,61.63,2836.61,No
CUST_00711,42,Female,0,No,No,23,Month-to-month,Yes,Electronic check,Yes,No,No,No,No,No,No internet service,Yes,Yes,63.12,1480.34,Yes
CUST_00712,38,Female,0,No,No,45,Month-to-month,No,Mailed check,Yes,No,No,Yes,No internet service,No,No,No internet service,No,46.84,2152.69,Yes
CUST_00713,33,Male,0,No,No,10,One year,Yes,Mailed check,Yes,Yes,DSL,No internet service,No,Yes,No internet service,No internet service,No internet service,84.46,934.25,No
CUST_00714,44,Female,1,No,No,54,One year,No,Electronic check,Yes,No,Fiber optic,No,No internet service,No,No,No,Yes,98.26,5363.04,Yes
CUST_00715,39,Female,0,Yes,No,70,Two year,Yes,Bank transfer,Yes,No,DSL,Yes,No internet service,Yes,No,No internet service,No internet service,72.01,5026.55,No
CUST_00716,53,Female,1,Yes,Yes,32,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No internet service,Yes,No internet service,No,No,Yes,116.52,3631.14,Yes
CUST_00717,41,Female,0,No,No,43,Month-to-month,No,Electronic check,Yes,No,No,No,No internet service,Yes,No,No internet service,Yes,67.2,2922.99,Yes
CUST_00718,41,Female,0,No,No,15,Two year,Yes,Bank transfer,Yes,Yes,Fiber optic,Yes,Yes,No internet service,Yes,Yes,No,120.0,1788.61,No
CUST_00719,35,Female,0,Yes,No,66,Month-to-month,Yes,Electronic check,Yes,Yes,Fiber optic,No internet service,No,No,No,Yes,No,101.46,6742.85,Yes
CUST_00720,39,Female,0,Yes,No,15,Month-to-month,No,Mailed check,Yes,No,Fiber optic,No internet service,Yes,No internet service,No internet service,No,No internet service,88.5,1330.29,Yes
CUST_00721,43,Male,0,Yes,No,20,One year,Yes,Electronic check,Yes,Yes,DSL,No internet service,Yes,Yes,No,No internet service,No internet service,86.23,1669.48,Yes
CUST_00722,19,Male,0,No,Yes,50,Two year,No,Credit card,Yes,No phone service,DSL,Yes,No,No,Yes,No,Yes,94.39,4695.74,No
CUST_00723,23,Female,0,No,No,6,Month-to-month,Yes,Credit card,Yes,No,DSL,Yes,No internet service,No,No,No internet service,No,80.67,498.94,Yes
CUST_00724,48,Male,0,Yes,No,17,Month-to-month,No,Electronic check,Yes,No,Fiber optic,No,Yes,No internet service,No,No internet service,No,86.68,1474.83,Yes
CUST_00725,42,Female,0,No,No,26,Two year,No,Bank transfer,Yes,No phone service,No,No,No,Yes,Yes,No,Yes,61.98,1584.9,No
CUST_00726,37,Female,0,Yes,Yes,22,Month-to-month,Yes,Electronic check,Yes,Yes,No,No,No,No internet service,Yes,No,Yes,65.22,1442.51,No
CUST_00727,40,Female,0,Yes,Yes,64,Month-to-month,Yes,Electronic check,Yes,No phone service,DSL,No internet service,No internet service,Yes,No,Yes,Yes,89.09,5698.15,Yes
CUST_00728,44,Male,0,No,Yes,58,One year,Yes,Electronic check,Yes,Yes,DSL,Yes,No,No,No,No,Yes,82.88,4783.09,Yes
CUST_00729,33,Female,0,Yes,No,37,Month-to-month,No,Credit card,No,No,Fiber optic,No,No internet service,Yes,No,No,Yes,87.94,3294.37,Yes
CUST_00730,30,Female,0,Yes,No,72,One year,No,Electronic check,Yes,No,No,No internet service,No internet service,Yes,Yes,No,No internet service,50.62,3684.47,Yes
CUST_00731,42,Male,0,No,No,28,Month-to-month,Yes,Bank transfer,Yes,No,DSL,No,No internet service,No,No,No internet service,No internet service,68.19,1927.21,Yes
CUST_00732,28,Male,1,No,No,49,Two year,Yes,Credit card,Yes,No,No,No,No,Yes,No,Yes,No,58.63,2856.8,No
CUST_00733,44,Female,0,No,Yes,67,Two year,Yes,Mailed check,Yes,Yes,DSL,No,Yes,No,No,No,No internet service,88.26,5940.07,No
CUST_00734,19,Male,0,Yes,No,67,Month-to-month,No,Credit card,Yes,No,No,No,No,Yes,No internet service,No,No,40.35,2670.73,Yes
CUST_00735,52,Male,0,Yes,No,41,Month-to-month,No,Credit card,Yes,Yes,No,No,No,No internet service,Yes,Yes,Yes,69.01,2881.94,No
CUST_00736,45,Female,0,No,No,46,One year,Yes,Bank transfer,Yes,No,No,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,51.61,2389.15,Yes
CUST_00737,43,Female,0,No,No,55,Month-to-month,No,Mailed check,Yes,No,No,Yes,No,No,No,No internet service,Yes,56.76,3138.5,No
CUST_00738,51,Female,0,No,No,11,One year,Yes,Bank transfer,Yes,Yes,DSL,No internet service,No,No,No,No internet service,Yes,82.24,962.71,No
CUST_00739,59,Male,0,Yes,No,26,Month-to-month,No,Credit card,Yes,Yes,Fiber optic,Yes,Yes,No,No,No internet service,No,108.0,2803.45,No
CUST_00740,52,Male,0,Yes,Yes,72,Month-to-month,Yes,Bank transfer,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,109.17,7879.33,Yes
CUST_00741,18,Male,0,No,No,13,Month-to-month,No,Electronic check,Yes,No,No,No internet service,No,No,Yes,No internet service,No,52.29,654.08,Yes
CUST_00742,24,Female,0,No,Yes,36,Month-to-month,No,Credit card,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,115.21,4095.99,No
CUST_00743,32,Male,0,Yes,No,64,Month-to-month,No,Credit card,Yes,No,Fiber optic,No,No,No,Yes,No,No,94.11,6058.58,Yes
CUST_00744,40,Male,0,Yes,Yes,51,One year,No,Mailed check,Yes,No,Fiber optic,No,Yes,Yes,No internet service,Yes,No internet service,105.06,5334.68,Yes
CUST_00745,46,Female,0,Yes,No,22,One year,Yes,Bank transfer,Yes,Yes,DSL,No,No internet service,Yes,No internet service,No internet service,No,94.03,2037.18,Yes
CUST_00746,31,Female,0,Yes,No,60,One year,No,Mailed check,Yes,No phone service,No,No,Yes,No,Yes,Yes,Yes,65.66,3919.5,Yes
CUST_00747,42,Female,0,Yes,No,2,Month-to-month,No,Electronic check,No,No,DSL,Yes,No,No,No,No,Yes,64.7,183.28,Yes
CUST_00748,30,Male,0,Yes,No,56,Month-to-month,Yes,Mailed check,Yes,Yes,DSL,Yes,No,No internet service,No internet service,No,Yes,91.62,5100.5,Yes
CUST_00749,32,Female,1,No,Yes,40,Month-to-month,Yes,Electronic check,Yes,No phone service,Fiber optic,Yes,No internet service,No,No internet service,No,No internet service,94.1,3846.62,Yes
CUST_00750,23,Male,0,Yes,No,28,Month-to-month,No,Bank transfer,Yes,No,No,No,No internet service,Yes,No,No,No,44.46,1173.63,Yes
CUST_00751,28,Male,0,No,No,3,One year,Yes,Bank transfer,No,Yes,Fiber optic,No internet service,No,Yes,No,No,No,93.47,313.39,Yes
CUST_00752,23,Female,0,Yes,No,63,One year,Yes,Electronic check,Yes,No,No,No,No,No,No,Yes,No,53.58,3348.11,Yes
CUST_00753,28,Female,0,No,No,23,Month-to-month,No,Electronic check,Yes,No,DSL,Yes,No,No,Yes,Yes,No,97.03,2204.74,No
CUST_00754,52,Female,0,Yes,No,55,One year,Yes,Electronic check,Yes,No,Fiber optic,No internet service,Yes,No,No,No,No,97.47,5372.98,No
CUST_00755,28,Female,0,No,No,32,Month-to-month,No,Bank transfer,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,120.0,3806.14,Yes
CUST_00756,71,Female,0,No,Yes,28,Two year,Yes,Electronic check,Yes,Yes,DSL,No,No internet service,No internet service,No,No,No,74.35,2045.82,Yes
CUST_00757,45,Male,0,No,Yes,8,Two year,Yes,Electronic check,Yes,No,DSL,No,No,No internet service,Yes,No,No,74.75,644.34,No
CUST_00758,42,Male,0,No,Yes,3,Month-to-month,Yes,Credit card,Yes,Yes,DSL,No internet service,No internet service,Yes,No,Yes,Yes,104.3,249.69,Yes
CUST_00759,29,Male,0,Yes,No,53,Month-to-month,Yes,Bank transfer,No,No,Fiber optic,No,No internet service,No,No internet service,No,No,75.93,3921.65,Yes
CUST_00760,48,Female,0,No,No,29,One year,No,Bank transfer,Yes,No phone service,No,No,Yes,Yes,No,No,No,59.29,1726.76,No
CUST_00761,33,Male,0,No,No,59,Month-to-month,No,Mailed check,Yes,No,Fiber optic,No,Yes,Yes,No,No internet service,No,102.29,6005.19,No
CUST_00762,41,Female,0,No,No,24,Two year,Yes,Electronic check,Yes,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,114.77,2728.96,No
CUST_00763,70,Female,0,Yes,No,38,One year,No,Electronic check,Yes,No,DSL,Yes,No internet service,No,No,No,No internet service,70.25,2621.85,Yes
CUST_00764,38,Male,0,No,No,28,One year,No,Bank transfer,Yes,Yes,DSL,No internet service,No internet service,No internet service,No,No,No,81.09,2193.82,No
CUST_00765,53,Male,0,Yes,Yes,62,Month-to-month,No,Mailed check,Yes,No,DSL,No,No,No internet service,Yes,No,Yes,79.67,4971.86,No
CUST_00766,31,Female,0,Yes,Yes,51,Month-to-month,No,Mailed check,Yes,Yes,Fiber optic,No,No internet service,Yes,No internet service,No,No,103.17,5200.65,No
CUST_00767,39,Male,0,Yes,No,7,Month-to-month,Yes,Bank transfer,Yes,No,Fiber optic,No,Yes,No,Yes,No internet service,No,89.24,646.03,Yes
CUST_00768,61,Female,0,Yes,No,23,Month-to-month,Yes,Mailed check,Yes,No,DSL,Yes,No,Yes,No internet service,Yes,No,96.34,2247.89,Yes
CUST_00769,32,Male,0,No,No,46,Month-to-month,No,Electronic check,No,No,No,No internet service,Yes,No,No,No,No,26.56,1204.85,Yes
CUST_00770,61,Male,0,No,No,28,Two year,No,Credit card,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,118.29,3298.32,Yes
CUST_00771,48,Male,0,No,No,24,Month-to-month,Yes,Electronic check,Yes,No,DSL,No,Yes,No internet service,Yes,No,Yes,86.5,2071.75,Yes
CUST_00772,33,Male,0,No,No,7,Two year,No,Credit card,Yes,No,Fiber optic,No,Yes,No internet service,No,Yes,No,109.36,805.07,Yes
CUST_00773,47,Male,0,Yes,No,49,Two year,Yes,Credit card,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,98.15,4828.08,No
CUST_00774,51,Female,0,No,No,3,Two year,Yes,Electronic check,Yes,No,Fiber optic,Yes,Yes,No,No internet service,No,No internet service,95.49,331.41,Yes
CUST_00775,47,Male,0,Yes,Yes,2,Month-to-month,Yes,Credit card,Yes,No,DSL,Yes,No,No,No,No,Yes,87.5,133.63,Yes
CUST_00776,21,Male,0,No,Yes,7,Month-to-month,Yes,Credit card,Yes,No,DSL,No internet service,Yes,No,Yes,Yes,No,85.37,628.8,Yes
CUST_00777,31,Male,1,No,Yes,21,Month-to-month,No,Credit card,Yes,No,Fiber optic,No,No internet service,Yes,Yes,Yes,No internet service,101.43,2108.26,Yes
CUST_00778,37,Female,0,No,No,9,Two year,Yes,Bank transfer,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,114.58,1097.18,Yes
CUST_00779,39,Female,1,No,No,12,Two year,Yes,Credit card,Yes,No,DSL,No,No,No internet service,No,No,No,74.73,964.99,No
CUST_00780,47,Female,1,No,Yes,24,Month-to-month,Yes,Bank transfer,Yes,No,No,Yes,Yes,Yes,No,No,Yes,70.63,1618.48,Yes
CUST_00781,42,Female,0,Yes,No,33,Month-to-month,Yes,Credit card,Yes,No,DSL,No internet service,No,No internet service,No internet service,No internet service,No,72.6,2347.92,Yes
CUST_00782,23,Female,1,Yes,Yes,43,Month-to-month,Yes,Bank transfer,Yes,Yes,Fiber optic,No internet service,No,Yes,No,No,No,109.38,4656.97,Yes
CUST_00783,44,Male,0,No,No,5,Month-to-month,No,Credit card,Yes,Yes,DSL,No internet service,No,No,No,No internet service,No,83.34,407.72,Yes
CUST_00784,47,Male,0,Yes,No,71,Two year,Yes,Mailed check,Yes,No,DSL,No internet service,No,No,Yes,No,No internet service,74.74,5270.04,No
CUST_00785,46,Male,0,No,No,14,Two year,No,Bank transfer,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes,106.38,1416.13,No
CUST_00786,52,Female,0,Yes,No,36,One year,Yes,Credit card,Yes,No,DSL,No,No internet service,No internet service,Yes,Yes,Yes,87.83,3196.04,No
CUST_00787,50,Female,0,Yes,Yes,35,One year,No,Mailed check,No,Yes,No,No,No internet service,No,Yes,No,No internet service,48.34,1696.04,No
CUST_00788,45,Male,0,No,No,50,Month-to-month,Yes,Electronic check,Yes,Yes,DSL,No internet service,Yes,Yes,No internet service,No internet service,No,83.99,4141.23,Yes
CUST_00789,39,Female,0,Yes,Yes,11,Month-to-month,Yes,Electronic check,Yes,No,Fiber optic,No internet service,No internet service,No internet service,No,No,No internet service,92.67,977.1,Yes
CUST_00790,20,Female,0,Yes,Yes,24,Two year,No,Credit card,Yes,Yes,Fiber optic,No,No,No internet service,No,Yes,No,111.94,2607.84,Yes
